s.no;Random;age;department_name;class_name;clothing_id;alike_feedback_count;rating;recommend_index ;review_text
17034;0,0468368730099705;62;Tops;Knits;863;0;4;1;This top fits a bit trimmer than the summer version of this top did. the lavender color is muted and a nice fall transition color.
555;0,0468763417289502;56;Intimate;Lounge;377;3;5;1;This is a great top. i almost walked right by it because it is so simplistic compared to the other things in retailer. i just wanted something super casual and this fits the bill. the fabric is a dream and it has a nice drape without being overly voluminous. i usually love white tops but the white was my least favorite. i ended up getting the moss and the gray. i could have gotten either the xs or the s. i went with the small because it was a little longer and had a wee bit more room in the upper
19420;0,0468773326958407;29;Tops;Blouses;836;1;1;0;Absolutely beautiful top, worn once...hand washed and that's all she wrote..ruined!! the black trim bled all over the top!! i tried everything you could imagine to get this back to normal! do not recommend!! :(
15809;0,0469155081595165;23;Dresses;Dresses;1094;0;5;1;Another excellent maxi dress by ranna gill. usually this brand of dresses tends to run small in the bodice requiring me to go up a size but i found that this dress ran true to size. i got a petite as well cause the standard size was a touch too long for me. very happy with the color, quality and uniqueness of the dress!
4128;0,046940372254319;31;Bottoms;Skirts;1020;0;4;1;"I'm curvy on the bottom, and i think this is quite flattering for curves. i'd definitely advise sizing up on this one. because it's flared, i can wear it higher up on my waist. but that's not ideal, and i think a bigger size will fit better. it's a very lightweight fabric and does wrinkle easily. the color i got was a faded denim blue. this is a lot lighter than what i'd call ""dark denim""."
9062;0,0469483612089252;55;Tops;Knits;867;0;4;1;This is the perfect little shirt when you want more than an ordinary t-shirt. the pattern on the back panel adds a nice little extra touch. the blue tone is very rich looking, and could be dressed up or down.
14200;0,0469639947685514;50;Dresses;Dresses;1078;0;4;1;"Bought this for my 21 year old daughter, and she loves it. the blue color is very pretty and she says she gets lots of compliments and requests to ""touch it"" because the fabric is gorgeous. it's a bit boxy, and a little short to wear as a dress for her 5'9"" height - she says she risks showing her undies when she raises her arms. but she likes is so much she's just keeping her arms down. :-)"
23091;0,0469725205650108;46;Tops;Knits;860;0;5;1;"I love this top! the arms fit slender but the rest of the top is a nice loose fit. i love the navy blue one with the print, i normally don&#39;t like long tunics but it&#39;s so flattering even for my short frame! i&#39;m usually a medium on top and bought the medium which was perfect."
20057;0,0469745068665072;42;Tops;Knits;862;2;4;1;I was looking for a new spring/summer tee that still gave coverage for chillier mornings and nights and this is it. it has a nice swing to it that isn't too wide (think a flattering a-line cut that has some movement towards the bottom hem.) it is fitted and flattering where it needs to be (the shoulders and ribcage run fitted and tts which means you don't get lost in the top. it's not boxy or oversized, but if you want a fitted and more flattering look, you can definitely size down easily, parti
11514;0,0469787832853052;35;Dresses;Dresses;1110;1;4;1;I spend a lot of time on the retailer website. it never occurred to me to try this dress. a salesperson suggested it in the store and i tried it on. it is really cute on. i bought a thrift store denim jacket to throw over it. the only con is the sleeves. i am 5'3' and my arms are not very long. the bell sleeves are a little crazy on me, but they will be hidden under the jacket.
15377;0,0470144680141933;41;Dresses;Dresses;1099;5;2;0;"This is a pretty dress, but the cut is quite boxy. i had thought that the dress would cut in a bit along the body and then ""flare out"" more around the waist down to the hem; however, the dress is baggy from the sleeves all the way down, which lends to a rather unflattering look."
9301;0,0471880374574578;40;Jackets;Outerwear;1121;0;3;0;Wow, this runs small! i'm thinking the accidentally sent me an xxs?!?
14693;0,047267803034479;46;Bottoms;Pants;1048;0;5;1;"I tried these on in the store and instantly fell in love with them - they have an elastic waist which for my shape (pear) can sometimes be bad, but these pants don't cut me off or accentuate the ""fluffy"" parts, but lay nice over my belly and legs in a flattering way. they do have a slit that goes the whole way up the leg, that the picture doesn't show, but the underneath piece of fabric wraps around your legs, so i think it would be hard to show too much. i bought a medium and they hit lower on"
410;0,0473442977499843;57;Dresses;Dresses;1078;0;3;0;I ordered this and there is just so much fabric! in the pictures i think it is pinned in the back, in the main photo, to make it look more streamlined. definitely a miss!
18236;0,047356884537703;40;Bottoms;Skirts;1009;0;3;0;"Just didnt like the fit. it ""puffed out"" in front, so that wasnt very flattering. i have an hourglass shape, and this was not a good fit for me."
17559;0,0474247968617228;32;Jackets;Jackets;985;0;5;1;I love this jacket and can't get enough of it. it has side pockets as well as the buttoned-pockets. i love the cinched waist option for a more fitted look.
19511;0,0474447001464101;50;Jackets;Outerwear;1124;0;5;1;"I love this faux-fur coat. i wear it both dressed up & down. i usually wear xs but bought s so i could wear sweaters under it and the arms would still be long & i'm happy i did (5'4"" 103 for reference). the faux is soft & comfy. it's warm, but not blizzard warm. i get loads of compliments on it when i wear it & ""where did you get that?""
definitely worth the purchase on sale."
11305;0,0474663924436956;43;Tops;Blouses;823;8;5;1;"I own quite a few pieces from retailerplogie but this one is my favorite by far! the color is a crispy white. the length is just right and has a beautiful flow to it. it is more fitted on top but flares out for a feminine appeal. i am 5' 1"", 115 lbs. i bought the regular xs and it fit like a nice tunic top. perfect for a curvy figure- i wore it with my tight jeans and boots. got compliments from everyone!"
13925;0,0475056050647141;48;Dresses;Dresses;1086;35;5;1;I saw this dress and i thought it would be perfect for that night that you don't feel like wearing just jeans yet you don't want to be overdressed. the dress is 100% cotton and is extremely comfortable. i paired with an open toe wide heeled bootie and a long necklace. the dress has a slight a line bottom but fits close to the body in chest and arms. extremely flattering for all body types and the color is a pretty blue. a dress for all seasons!!!!
18517;0,0475197821561317;42;Tops;Fine gauge;920;3;2;0;"I purchased the blue s (140lbs, 5'8"", 34b) and this was very large and boxy on me. not altogether unflattering but not so flattering that it justifies the price. the blue color is very pretty in person--darker and slightly marled. however, although this sweater is certainly cashmere (and very soft because of it), it is very thin--to the point that i consider this a ""top"" rather than a ""sweater."" the silk panel in back is pretty but, again, thin and unlined. i think that, even on sale, this is ov"
17269;0,0475762833876536;66;Dresses;Dresses;1086;0;5;1;This dress looks simple, but man is it unexpectedly sexy. and oh so comfortable! the deep v neckline and side slits elevate this from a simple tshirt dress to something else. add just the right accessories and this dress transforms. i have the xs and its just roomy enough without being clingy. and did i say how comfortable it is? the fabric is perfectly lightweight without being flimsy and color is a cool, saturated denim color. i receive compliments every time i wear it. love love love.
22035;0,0476003968379124;42;Dresses;Dresses;1088;3;3;0;"Love the way this dress looks online. sadly, it doesn't look great on me. i'm 5'4"", athletic build. the small fit perfectly, but the extra fabric in the hip/pocket area just seemed to drag me down. i really wished this worked for me, but i think you've gotta be a little bit taller to pull this one off."
6668;0,047743438149664;39;Bottoms;Skirts;998;2;4;1;I decided to order this skirt to look at it and regret it now as i want to keep it. one bummer is the smallest size (xs) runs big, the skirt falls on my lower waist aka hips on me, not on my waist. bu i love the look, it has pockets where the pattern reverts the fabric is soft and thick, making the skirt structured. the length was nice on me, though ti is a mini and there is no petite size, the hem still was above my knee, and therefore was acceptably flattering. the colors are also nice for fal
19574;0,0478066233826596;56;Bottoms;Jeans;1033;3;4;1;I was so sad to have to return these pilcro jeans. my calves are just too athletic for these jeans. they weren't comfortable. they were a little loose in the waist. so, sizing up, would not have fit the tight in the calves problem. i have two pairs of stetson crop flares and they fit perfectly. in fact i love the pilcro stetson crop flare style. wish retailer would sell more of this style.
11053;0,0478357679899923;39;Dresses;Dresses;1081;2;5;1;"Call my corny but this dress inspires me to run barefoot through the lavender fields in provence.  the flowy layers and dreamy prints are mesmerizing.  fit is ideal for my body type as long as you size down.  i had no weird sagging, bagging or poofiness.  and i love the macrame belt!  i tied it offset to the side but the dress looks good unbelted too.  i purchased the small petite. 

my stats for fit reference:  5'3"" tall, 140#, 36dd, 28"" waist, 35"" hips, wide rib cage, size m/l tops, size s/m"
417;0,0478629762094462;22;Dresses;Dresses;1077;8;5;1;Beautiful in person! highly recommend: great quality, beautiful design, flattering!
1586;0,0479837920330261;28;Bottoms;Pants;1060;0;4;1;I love the look of this garment. from the color to the detailed design, it is just awesome looking. i tried this in 3 sizes: 2regular, 2petite, and 0 regular. i often order petite pants and they work, but for this item the crotch was too high for me to wear a petite size, and the legs were short enough to look awkward. i returned it for the 0 regular which fit me best - i'm 5'5, 110 lbs. i haven't worn it out yet, but am excited to wear it to a couple weddings this season. one fallback is that i
14732;0,0479857784632903;42;Bottoms;Pants;1056;0;5;1;"Best jumpsuit ever! so soft and always gets compliments! get one now before they're gone. also it is supposed to be tied in front! i'm 5'3"" and the small petite is just perfect!"
13502;0,048068530957614;30;Bottoms;Pants;1061;0;5;1;I love everything about this jumper - it's so comfortable without being too warm. it's easy to dress up with booties and a hat. i suppose the only possible downside is that it's slightly tight at the ankles, but honestly - this is like a dream.
21457;0,0481290364990809;28;Tops;Knits;875;0;5;1;Fit is oversized but intentional. flattering on. love the neckline. modesty might call for a tank top underneath if bending over. fabric is soft, stretchy and has a good quality heft to it.
16888;0,0481358503101843;32;Dresses;Dresses;1099;0;5;1;"Quality of this dress is excellent! i ordered it in blue and the color looks exactly as it does online and the fit is exactly as it looks on the model. i am 5'4"" , 120 lbs, with an athletic build and ordered a small."
13064;0,0481587960023075;43;Bottoms;Jeans;1033;1;4;1;"These are super comfortable and with heels can be very flattering. i like the fact that you can wear them with or without the belt. 
however i wish that the color was the same darkness as shown online. they are lighter and a bit duller. i look at a few pairs and they are all the same. still love them but i'm sure they would have been even more fantastic if they looked like the picture."
13379;0,0481681885347185;36;Tops;Fine gauge;905;1;4;1;I thought this sweater was pretty and soft and would be comfortable to wear. i really liked the high collar and the interesting poncho-like design. but the sleeves were a bit short on me. and i thought it was a little pricy. i decided against it for those reasons. but if you don't mind those things, then you might like it. it's definitely worth the try.
10887;0,0481839053764996;41;Intimate;Swim;389;0;3;0;"The suit is beautiful, however the white it is slightly see-through on the bottom front. even though it is slight, to me that is inappropriate...so i returned it. regarding sizing, i ordered a medium, i usually wear a size 6 (135lbs) and my body is evenly proportioned throughout. the medium was not tight at all but the back bottom region seemed cut just slightly less than ""full coverage"". i feel that i would be in-between sizes small and medium but did not try a small due to the slightly transpa"
17638;0,0482746469175566;49;Tops;Sweaters;942;0;3;0;I didn't really notice the collar when i ordered it on line and i'm not really liking it. it's the rough, unstitched thing they like to do sometimes and it just makes it look slightly more casual and well, rough around the edges. it's a nicely cut, great fitting sweater though so i'll be looking for some scarves!
23031;0,0483486053204023;66;Tops;Knits;859;0;4;1;The fabric of this top is a tee shirt, mid weight material. it has a nice drape and the color variations along the vee are true to the photo. i purchased size large and it's a bit wide and long for my frame. you could safely size down. the fabric drapes nicely but i didn't like the sleeves or length and it fits large so am returning.
18979;0,0483790606852814;62;Tops;Knits;862;0;5;1;Love this cardigan as a wardrobe staple to quickly throw on, especially over dresses (but also anything). it drapes beautifully, and i love the button closure detail. it is definitely a thin, soft, light-weight knit, but i think that makes it practical for year-round use, much like other items by bordeaux.
8343;0,0484447372451955;37;Tops;Sweaters;939;3;5;1;I was on a mission at retailer to find a versatile and comfortable jacket/cardigan. this is perfection. the detail and pattern in the wool make it unique and the zipper and snaps are great quality. i bought it in the green and is great for the office and out in jeans as well.
19275;0,0485925105264932;53;Bottoms;Skirts;1005;6;5;1;This skirt is stunning but i really wish it was cotton canvas - maybe by summer retailer could make one?
2032;0,0485977163497112;59;Bottoms;Jeans;1035;15;3;1;I ordered these in my usual size and could barely get them on. they fit ike tight leggings. they have spandex that is comfortable and they will probably stretch as you wear them,. i exchanged for the next size up, because the style is great for year -round and the quality excellent. i live 2 hours from a store, i would either order up at least one size or try them on in store.
9321;0,0486362176654475;31;Intimate;Legwear;155;0;5;1;Ordered these to wear around the house more as leggings and they did the trick. love the color and the fact that they are warm without being too thick.
784;0,0488191508617315;66;Trend;Trend;1145;3;5;1;So different than anything in my closet. it's wide with a beautiful drape. fabric is soft but substantial. it has the cutest coral color lining the placket and inside of the lower sleeves. i sized down to a medium and could have gone to a small but i love the length and drape which might not translate in fit in the smaller size. so cute on.
8503;0,0489476875285726;29;Dresses;Dresses;1095;0;5;1;Great little dress for a picnic. i am a 34dd and didn't have a problem buttoning the dress unlike another previous reviewer. i had purchased a size 8. my only reason for return was the price and my wallet! otherwise this well-made dress would still be in my closet! love the buttons.
7378;0,0489535676442995;30;Dresses;Dresses;1096;1;3;0;I thought it was the perfect dress by the picture but it ended up looking like a grandma muumuu. the color is nice, the neck is cute, but the form unflattering. i'm trying to decide if i want to taylor it or take it back.
3254;0,0489798829939894;38;Dresses;Dresses;1081;4;5;1;"Admittedly, i ignored this dress on a few trips to my local retailer and then it went on sale, practically begging me to give it attention. i tried it on and fell in love! so feminine, light, and comfortable. 
it has a sort of roman/boho goddess vibe due to the billowy top, especially in the lighter greige with some sea-hued accessories added but not so much it feels like cosplay or something. i have a full bust (dd) and didn't find this dress to be unflattering. after wearing it to a party, i ac"
1522;0,0489841221776138;50;Tops;Knits;862;18;4;1;I like the pattern on this shirt and the fit over all is pretty good. i wasn't sure if i liked the sleeves as they are very angled, much more so than i expected. still, the shirt is nice enough that i'm keeping it.
243;0,0490547360578596;34;Bottoms;Skirts;992;0;4;1;Beautiful patterns and colors, but it sits very high and runs small. i'm normally a size 4 and got the small. zipped all the way, but on the snug side. the skirt sits so high that the fabric coming down was a bit awkward. such a shame because it really is beautiful and looks great on the model probably because she's wearing a belt to hide how high it rides and flares out.
13067;0,0490566259905857;51;Tops;Knits;862;1;5;1;Very comfortable great quality with beautiful crocheted front top and lovely blend of colors
1003;0,0491803834022389;45;Tops;Knits;886;43;5;1;"This is absolutely adorable and so flattering! i have the patterned shirt, and i just purchased the white one and the orange one because i like it so much. i am 5 ft. 9"" and 155 lbs. and the medium fits nicely. hope this helps!"
16294;0,0492470651776695;42;Bottoms;Shorts;749;0;3;0;"I know rompers typically aren&amp;#39;t the easiest and while i loved this fabric this was a pain to put on no zipper, etc. and the buttons are tiny and since the fabric doesnt stretch it is difficult to even try on. the length of the shorts was great and the fit was just ok all in all i don&amp;#39;t think it is worth the price."
5483;0,04925832691161;52;Dresses;Dresses;1078;1;5;1;"I saw this on a model in the house and home catalog. it looked very comfy but with an edge of elegance. i saw it in store in the navy and loved it. the other color is very washed out, not good for me being a blonde. i didn't try it on, and got a small as it looked as it ran a little large. i'm 5'4"", 130 lbs. and it fit perfectly. it hits above knee, a little longer than on model. it hangs beautifully and the blue color is stunning, looks expensive. i received a few complements the first time i w"
268;0,0493969026853923;25;Tops;Fine gauge;902;3;4;1;This top is really cute - a light sweater with a feminine lace detail. i would recommend it if you're looking for a flowy, feminine top to wear before it gets really cold out. the only reason i didn't give it 5 stars is because the material is a little prone to pulls and snags. i wore it once and got a pull from my cross body bag. thankfully, i was able to manipulate the threading and the pull is almost unnoticeable. but just know that it's a pretty delicate sweater and you'll have to be careful
9711;0,0494052987274495;29;Tops;Blouses;835;0;4;1;I tried this on in the store to see if it would be my go to party top and splurge this season. i love the colors, textures, and embellishments. so lovely! ultimately the price and the very flowy fit (particularly in the back) made me put it back. another great item from moulinette soeurs, though!
18281;0,049412635001697;34;Jackets;Outerwear;1122;1;4;1;"Im normally a medium across the board for outerwear. (5'8"" and 135 lbs) this jacket looked giant from the photos so i bought a small. when i first tried it on i thought no way, it's gotta go back. it was enormous and the fit was rather awkward. i looked like the size of a house from all angles. ha! i was still in love with the color and print. as i wore it around the house it began to loose it's rigidity and form against my body in places. it is definitely a jacket you got to play around with. d"
1384;0,0494712823027621;24;Dresses;Dresses;1081;0;5;1;I love this dress, it is so comfortable and elegant at the same time. i try to not buy dry clean only pieces, but i had to make an exception here!! perfect for early spring days.
390;0,0494845668520303;46;Tops;Knits;860;1;3;0;While these seem like interesting designs which i applaud!  the execution in the design of the fabric is not appealing.
16998;0,049490666891911;30;Bottoms;Jeans;1022;2;5;1;I love ag jeans to begin with but even still sometimes certain styles miss the mark (at least on my body type). i was pleasantly surprised with this pair and even though they are pricey, i couldn't pass them up. they miraculously stay on my hips and i don't find myself pulling them up every few minutes. hallelujah! other than that they are  stretchy and soft with out losing their shape. they hit right at the ankle for me (5'2). the hem is frayed which i'm hoping doesn't unravel too much with was
1209;0,0495484374481368;41;Dresses;Dresses;1094;0;4;1;I got this dress in the holly green and it's a lovely shade - perfect for fall and winter. this is why i gave it the high rating. however, be warned that the lining is very form fitting. i thought the dress had more of a fit and flare design to mask flaws like a belly and larger backside, but that's not the case. i had to return it, but for more slender-shaped ladies, the dress is likely a winner.
17652;0,0496135104467978;44;Tops;Sweaters;936;7;3;0;Picked this up in the store today, but didn't try it on first. it is even more gorgeous in person than the photo, but sadly this did not work for me when i got it home to try on. there is wonderful detailing, but somehow the bulky knit fit was just not flattering on. i think it is the thick knit and slightly shorter length. the knit was bulking up in all the wrong places and visually added about 10l bs to my frame. such a shame---really wanted to keep this beautiful sweater but it just did not l
6625;0,0496533142068912;43;Tops;Blouses;820;3;3;0;"I love the way this top looks in the picture and the embroidery is as lovely as it appears--very detailed. it is both subtle (not cheap looking) and special.

as an earlier reviewer noted, the top is not see-through, a plus.

the drawbacks, though, mean that i will be returning this top. 

1. the fabric is very heavy and does not drape well. i am a small woman with a large chest and ordered a size 0. the top is still loose, even in that size, and the relative stiffness of the fabric gives"
10706;0,0496691994897811;25;Bottoms;Skirts;988;2;4;0;The print of this skirt is so fun. i love how it's styled on the model, and i could see it being very versatile. i decided not to keep it because, mainly, it is pricey and i'm afraid it'll get easily damaged. if i would wear it, i think i'd be worried about sitting on a dirty chair or spilling something on my lap and it being really visible-- and then having to upkeep it through dry cleaning. the fabric's nice and good quality. but honestly, if the skirt were cheaper and the fabric were cotton a
22934;0,0497084495322936;59;Dresses;Dresses;1072;0;5;1;Love trying things outside my usual style, thought this might look like a sack but fell in love! looks effortless, easy to accessorize, dress up or down & comfortable. keeper! want to try it with platform sneaks for casual look.
17871;0,0497282671254656;61;Dresses;Dresses;1094;0;4;1;This dress is beautiful. it has lovely colors that should compliment many skin types. i bought the dress for my daughter as a graduation gift. i have not given it to her yet so i don't know if it fits or how it fits.
18136;0,0497651567869533;28;Tops;Blouses;829;0;5;1;This top is soft feeling and i appreciate that it's lined. it's light weight and feminine, but no camisole is needed. when you take it off the shoulder area feels tight, so you need to be a little gentle but it's gorgeous and you should get it. i'm a 32c and i got a 2.
21820;0,0497802646320017;40;Intimate;Swim;236;0;2;0;This suit is absolutely gorgeous but it really will only fit a very short waisted gal. it fit perfectly in the body and in the bust but just was not long enough for me to lift my arms up and my size c cup boobs to not pop out. i was very sad to return it :( i am a size 8 with c cup boobs and ordered it in a medium
9398;0,0498027048366742;39;Dresses;Dresses;1077;2;5;1;"I originally ordered the regular xxs (loose fit = xxs nowadays) and the length was right above the knee... it looked great and classy/classic but i felt like perhaps the chest height would be better in petite. so i ordered the xxs p as well... decision time:

i decided on petite because the overall dress fit my body better, though it is now shorter (a couple inches above the knee0. still looks classy with a boot, but flirtier. embroidery is beautiful, as others mentioned, fabric is comfortable"
7235;0,0498104510038084;54;Tops;Knits;868;2;5;1;"This tee shirt is just adorable. i found it at a local retailer and decided to try it on - and just loved it! i happened to walk out of my dressing room while wearing it, to talk to my daughter who was shopping with me and three customers in the hall said"" that is so cute!"" and went to find their own. i bought the ivory color, but the other colors are really nice as well.

the fabric is substantial, soft and thick. the little ruffle at the shoulder makes a cute statement, but is just fun and not"
14414;0,0498265752181304;26;Bottoms;Jeans;1022;4;5;1;"Let it be known that i hate shopping for jeans. i recently had my go-to skinny jeans rip by my back pocket and new i needed to get something new & better stat. i have a pair of black ag sateens that i got a few years ago, and i decided to try out this pair. i got them in the mail yesterday, and i never want to part with them! they are perfection. they hit perfectly on my waist; they're incredibly comfortable and basically make you feel like you're wearing the jean equivalent to yoga pants. they"
8957;0,0498872559449822;37;Tops;Knits;862;4;4;1;I love the fit of this tee for everyday wear. it's forgiving on my late 30s mom body and looks much more stylish than the average tee. my only complaint is that the fabric started pilling on the second wear. otherwise the fit, style, and fabric weight are great. it fits tts. i'm usually a size 4 and the small fits perfectly.
16602;0,050003619039759;66;Tops;Knits;872;5;5;1;True to size so great fit from top to bottom. i am 5'5'' and it hits my hips at just the right spot - not too high or too low. it also does not flare out too much so it will not give off the impression that you have something to hide in the tummy area. it is very soft and comfortable. the material is not fragile so it should be easy to maintain its shape after washing.
8692;0,0500057414202939;24;Jackets;Jackets;964;0;3;0;The blazer is boxy and less dressy that it seemed online. i could only really wear this in casual situations, and i was hoping to be able to wear it to work as well. it does have an interesting hemline. the shoulders are a bit too narrow for me (but i do have shoulders on the broader side). i don't hate it, but i don't love it either, but it is interesting enough that i'm going to keep it. i ordered a small.
13973;0,0501028381785103;32;Tops;Sweaters;936;0;4;1;"I really like this sweater. it is surprisingly warm. it is not very form fitting (which can slenderize), but i enjoy layering with a lacy tank and don't have to worry about sucking in the guy either ;). i'm 5' 8"" and typically wear between a 6-8, the medium was definitely baggy, i ended up with a small in 2 colors.!

oh, and the bow detail really does add a fanciness to an otherwise comfy/snuggle sweater."
14511;0,0501537015732507;45;Intimate;Lounge;283;6;5;1;I love this top--the fabric, the color, they way it hangs. i'm glad i tried it on in the store though because the v on the small went waaay too low, so i sized down to an xs and it was perfect. it basically fit the same as the small but with a higher v so my bra wouldn't show.
2938;0,0502332315968769;39;Dresses;Dresses;1078;0;5;1;Love this dress! i bought the blue motif. which barely has any blue at all. it is the softest cotton dress i own. i wore it with my red hunter boots today and it made for the best rainy day ensemble. love, love! and i got it on sale which just sweetens the deal :)
