s.no;Random;age;department_name;class_name;clothing_id;alike_feedback_count;rating;recommend_index ;review_text
10781;0,000901709019147764;56;Dresses;Dresses;1110;11;5;1;I don't understand the negative reviews on this dress. i absolutely love the fit, may be the prior reviewer was trying a size on that was too large? yes, the fabric and the snaps are very delicate so you have to be careful putting it on and off, but the fit is very flattering on most people. i saw three different people trying it on in the fitting room today so i decided to try it on myself and had to have it! the colors are beautiful and the uneven hem makes it more fun and young. i will wear i
9388;0,000989855865052478;52;Tops;Fine gauge;901;0;5;1;Very nice polka-dot pattern. i so think it is versatile and can go with a lot of different colors. i am worn it was different colors underneath and both a skirt and jeans. it is a timeless classic!!
18168;0,00108318486007163;35;Dresses;Dresses;1095;0;5;1;Adorable dress. could hardly get the zipper up in my very typical size 4. i will order a 6 and am hoping it will work out!
16038;0,00108416418771282;53;Tops;Knits;872;0;4;1;"I ordered this in the blue motif and the print is really fun. the orange is even brighter in person. at 5'8"" 130 lbs the small has more than enough room and is a bit longer than some of the other offerings lately."
13157;0,00116272919747378;32;Intimate;Swim;442;0;4;1;Very pretty but also very roomy. i'm using it as a swimsuit cover up, so it's perfect!
5225;0,00118620446826888;36;Dresses;Dresses;1095;6;2;0;"And this one proved to be no different. the short end of it; this dress is pretty much super thick, heavy linen with a rope like collar (the supposed embroidery you see), and there is no lining, but completely unnecessary pockets. i'm typically a 2 or 4 depending on the designer (5'7 & a super fit 135 lbs) and knew enough to order an xs in this, however it still fit like a potato sack. even upon taking it out of the plastic bag, i knew it was going back. between the unrealistic pictures and lack"
15960;0,00125045988032816;32;Dresses;Dresses;1110;2;5;1;This dress was a 'maybe' for me online but when i tried it on i was totally won over! i got the raspberry, which is a really pretty color. i have 34dd chest and it fits nicely on me, fairly true to size and is super flattering on me- more so than most swing dresses. love it.
17644;0,00129773439157444;32;Tops;Blouses;850;0;5;1;"I ordered a size 4, my usual size in tops is s or xs for looser fitted tops, i prefer a more fitted look. for reference i am 5'4"" 120 lbs,, 32d. i ordered in pink and the color matches the online image. the pink is shear and i do have to wear a camisole underneath, which does not bother me at all. the top is adorable with jeans or slacks for work."
17482;0,00132124440829201;32;Tops;Knits;873;3;4;1;I ordered this in black in a medium. i've ordered several deletta tops before and the mediums fit great but in this top i think i could have done a small. i don't want to hassle with returning it tho and it should work fine.
19539;0,00137242313467108;51;Tops;Blouses;833;4;5;1;There is simply no way to wear a bra with this top. that being said, the cotton is substantive and crisp, the embroidery striking, the coral color bright and summery. it hits me exactly where my hips begin to broaden, which i honestly kind of hate, but the top is so lovely no one's going to be assessing your hips. if you have narrow hips and perky breasts, though, what a perfect summer top (although, i suppose if those are your features every top is perfect!)
16693;0,0014088640655021;39;Tops;Fine gauge;909;6;4;1;I love this tank, it is casual and comfortable, but has the little scarf attached to it, so sweet and styling. i tried on the xs regular, and would need petite, it was a bit long on me, but some people may prefer that. i also wonder about getting xxs only because it is a looser-fit tank. both colors are nice and neutral, good piece to add to a transition wardrobe. (115 lbs, 30 dd, 26.5 in waist)
2481;0,001495457463749;45;Bottoms;Skirts;1001;0;5;1;This is a throw it on and you're cute.  so easy and comfy, requires barely any styling to look cute in this.  and it has pockets!
13574;0,00158433152986611;66;Tops;Knits;872;0;4;1;Love the tee but it is very thin. best for layering
19607;0,00167994734133904;29;Bottoms;Pants;1055;0;2;0;I wanted these culottes to work so much! the fabric is gorgeous, but the size i ordered didn't fit. i'm normally a size 28 in pants, and i ordered a size 8. it was way too tight and made me look like i had a pooch in the zipper area. not what i wanted it to be. had to return them unfortunately.
4989;0,00169421886161809;22;Tops;Sweaters;942;2;4;1;Ive been on the hunt for big bulky sweaters because winter is coming and i live in the north, i saw this sweater and needed to give it a try. i got it i the mail and its truly gorgeous and extremely well made. this is the type of sweater to wear on a cold snowy day. it runs a little big but thats okay with me because its perfect to snuggle up in. i love this sweater but be aware it is thick and bulky so its not made to make you look like a twig. i like big sweaters and this design flows from sma
3408;0,00177147663057342;28;Intimate;Swim;252;0;5;1;"The colors and fit of this suit are even better than described. it is the most comfortable and flattering one-piece i have ever tried on. 

as noted by other reviewers, there is limited support in the chest; this suit will keep you covered but does not provide lift."
15818;0,0018528779658005;32;Tops;Fine gauge;907;0;5;1;"I'm 5'3, with a 32h chest. ive always had a hard time finding clothes that fit well because i'm chest heavy. this fits perfectly without making me look bigger than i am and hides my post pregnancy pooch well! 

i usually order a medium at retailer and ordered a medium in this sweater."
11086;0,00187496406276914;38;Dresses;Dresses;1111;11;3;1;I ordered this in a size 4 and it is great quality. the only problem is the size of the slip. the top is very tight across my average chest, but fine elsewhere - odd fit. the dress fits great and i debated finding another slip, but ultimately decided to return it.
917;0,00187765803390207;68;Tops;Fine gauge;909;0;5;1;I love both the color of this sweater as well as the buttons on the cuffs. this sweater is an easy pick any day of the week and goes well with all of my work pants. plus, the soft and pretty pink adds some brightness to my otherwise dark winter wardrobe.
16939;0,00191214605664417;35;Tops;Blouses;823;2;3;0;While there is nothing wrong with this top, it didn't really have an retailer feel. it looked more like something from a dept store, maybe a boutique. i got on sale but sending back bc i just don't like it that much, especially next to my pale skin. i could see it looking much better in someone with darker skin tone. i'm usually a 8/10 med. small in this top fit well.
7017;0,00192184042310917;37;Dresses;Dresses;1083;0;3;1;I ordered my normal size in this dress. i am 6 foot tall, but the regular sizes were too large and too long (mid-calf). i returned the dress for a size smaller in petite for a more flattering hemline. the dress is lovely, especially on the models in the pictures, but didn't quite work out for me. also, it feels like there are hundreds of closure hooks that make putting on/taking off the dress seem to take an unusually long time!
7056;0,00195145728092112;33;Dresses;Dresses;1080;0;5;1;"I feel like an indian princess in this dress! it isn't very forgiving, make sure you don't mind showing some skin - but there's some subtle rouching right at the spot where most of us wish we could hide at all times. great colors; boyfriend loves it."
10431;0,00209013342170309;66;Tops;Knits;863;1;5;1;Wow. this is the perfect sweater. beautiful, soft color. lightweight enough to wear now and into the coming seasons. it drapes beautifully. the knit is tight, no see through or snags. very soft and comfy. the casual, easy, pulled together look is hard to do and this one does it with style. am starting to love this designer. highly recommend.
15355;0,00211980646394749;33;Tops;Knits;879;0;4;1;This is a fairly high quality tank which i purchased in blue-green. it's narrower at the top, more voluminous at the bottom and a heavier knit than i expected, so i'm a little concerned about stretching over time, but i'll be careful washing it and enjoy it till that day does (or doesn't) come.
5769;0,0021212874157276;76;Tops;Blouses;820;0;5;1;I fell in love with this shirt in the store and it has become one of my favorite items in my closet! the bright pink contrasts perfectly with the white peplum bottom and the fit is wonderfully flattering!
20402;0,00214694882161705;48;Bottoms;Skirts;1002;1;4;1;"I finally broke down and went on a christmas shopping spree at retailer for myself with hubby in tow as they are gifts from him.
the skirt is a beautiful dark navy, super soft knit. very long with a texture pattern. i am 5'9"" and have put on a few pounds lately but typical wear and 8/10 and bought the large because i didn't want to try it on. it works for me because i don't like skirts to cling to much. even my pencil skirts i like a more loose fit. normally id say a medium would probably f"
3638;0,00216138423676871;46;Tops;Knits;886;2;5;1;"This is a perfect saturday t shirt for the colder days. great fit; not form fitting with no elastic or rayon, soft cotton with great details. im 5'8 140 ish and the medium fit great. i bought a washed denimy blue in the store but may be coming back for more colors now! the white was to sheer for my taste though"
18559;0,00216810569720651;54;Trend;Trend;1142;1;1;0;The dress is pretty, i ordered a 4 and 6 not knowing how it ran, i took both back the neck is too tight!
9958;0,00223624858253023;51;Bottoms;Pants;1059;5;5;1;Can't go wrong with these new charlie's by cartonnier. they fit amazingly. the fabric is a textured cotton but doesn't seem to wrinkle. just shook them out of the bag yesterday. the fabric description says cotton and spandex so they have some give (just a little) but are not going to stretch out after wearing for an hour. paired it with all sorts of different tops. side zip is slimming. lined pockets. substantial fabric. nothing bad to say. if you haven't tried a pair of charlies you should. you
16120;0,0022445978509425;35;Intimate;Sleep;666;0;5;1;Very cute and comfortable!does run big, i used the size chart and it's very generous-would order down a size next time.
6476;0,0023955494289423;32;Tops;Blouses;825;0;5;1;I usually wear either an xs or a small and i went with the small because i wanted it flowy and long because i am 5'9. it is a great fit, but it is a little sheer. i will probably have to wear a cami underneath.
18761;0,00249028853541871;46;Tops;Knits;854;0;4;1;"The only reason i gave this top a 4 star, is that it didn't have enough room around the bust area. i'm a d cup, and the front didn't button properly. but for the price i paid (40% off sale price), i have no coplaints.
i would recommend."
17546;0,00251329510682394;65;Tops;Sweaters;939;9;5;1;"I was in my local retailer to scope out a different piece, when i spotted this very attractive, well-designed jacket. sparrow's jacket looks dynamite on. the scale is perfect for me; the high level of detail is ideal. i chose this over getting an oversized sweater coat: it felt like these proportions were most flattering on my body. it will be appropriate for work or nice casual events. i bought the medium, true to size; i am an 8 top, 5'1""130#, 34f. although i largely buy online, sometimes you ju"
21843;0,00251384955589795;38;Dresses;Dresses;1078;1;5;1;Loved it! i am curvy and it is very hard to find a dress that looks easy and at the same time shapes you. the various cuts of the different prints are placed in the right place in the body . easy dress and beautiful. there should be more dresses in this style in different color combos.
22202;0,00254828922358458;45;Dresses;Dresses;1094;1;2;0;"The color is a nice cool red and the material is very soft. but the dress left me feeling shapeless and the bell sleeve overtook it. i wanted to love it, but it just wasn't working for me. i'm 5'8"" and purchased a s. it fits true to size, however it was loose around the waist and just wasn't complimentary on me. this will have to go back."
21241;0,00255145945976351;70;Dresses;Dresses;1094;0;2;0;This dress is so pretty, a true cinderella dress, that's why i can't find a reasonable explanation for such an amazing dress to be made out of plastic. i don't understand much about fabrics, but the dress feels like a waterproof camping tent. i bought a size 14, which is what i wear in moulinette souers (i usually go one size up since i find the rib cage small in this brand), the fit was perfect and the cut was very flattering. i will anxiously hope for a remake of this dress with a better fabri
16721;0,00257565782485125;46;Tops;Knits;854;0;5;1;"Wasn't sure what to expect - but got this on sale, and glad i did.
it is much prettier in person. soft and silky.
great fit also - and versatile (mix and match)"
5453;0,00271564884119905;52;Tops;Blouses;836;15;5;1;"Every now and then a piece like this one comes along at retailer, and i quickly make the purchase without any regret.
without being stuffy or old, this top is simply elegant. the floral is very high-end designer (think italian made) for a fraction of the cost. made of 100% bamboo, it is light without being sheer. there is no need for a cami with this one. the fabric has the body of a good linen, but it doesn't wrinkle nearly as much. it does require dry cleaning, though, if this matters to you."
13845;0,00275033561333526;50;Bottoms;Skirts;1016;1;4;1;"This is a flattering skirt for work or play. a few things to be aware of: 
- it is a lightweight knit without a lining (would travel great and never need ironing)
- the waist is quite high 
- the waist is quite slim (people with tummy self-consciousness might feel funny in it)
- the hang is flattering for people with butts and hips (such as myself)
- true to size for me

i decided not to keep it because i couldn't come up with enough tops to love it with and because for the money i would"
17384;0,00277268617228758;32;Tops;Blouses;829;0;4;1;Looks wonderful with a pair of dark skinny jeans and cowgirl boots.
12543;0,00277834717251119;49;Tops;Blouses;823;1;5;1;Didn't even wait for a sale on this top! so adorable and fits great. i bought a medium and wear a small in most things. i like that it is a touch big as it hangs better that way.
22667;0,00280313018628029;52;Bottoms;Skirts;1008;11;5;1;When i saw this online, i thought it was going to be a thin, summery kind of skirt with a fall pattern to it. it is not thin and wispy, but lined with a nicely weighted navy material and the fabric of the skirt is kind of a thick cotton with a nice swing to it. definitely would work for the fall and cool days or evenings. the zipper pockets look cool too, would definitely recommend!
16519;0,00283200467118255;30;Bottoms;Pants;1051;0;4;1;I really liked this jumpsuit but it just wasn't perfect. the design at the top is a bit stiff compared to the rest of the jumpsuit. i felt the whole thing ran just slightly too large. it was nice - but not amazing.
4205;0,00285858441089249;46;Tops;Knits;862;23;5;1;The lilac pic of this shirt doesn't do it justice......it is so darn cute on! the band around the waist really draws your eye in and makes your waist look really small.... love that!!! also, the pleated sleeves are just so feminine and pretty! the fabric is like a washed cotton.....very soft. i can see this being dressed up or made really casual.....i bought the green color and am going to wear it with a chunky turquoise necklace and pencil skirt!
9079;0,00288167096106173;32;Bottoms;Jeans;1190;1;5;1;I tried these on when they were full price and waited for them to go on sale and was very excited when they did! i'm not the type to buy leather pants but these look like i can dress them up or down and dress them like jeans. i'm a size 26 in pants but i bought size 25. i highly recommend!
3409;0,00289900902932779;63;Tops;Knits;864;41;5;1;Love this top, the lace detailing on it is gorgeous and fits tts. however, the length does run a bit short, not crop top short, but it is shorter than i expected, and i'm s short person.the color is listed as white and as pictured, it also looks white, but it's not. it's definitely an ivory color. i bought a white camisole to wear under it and when the top arrived, the tank didn't match the top.
21689;0,00292701021007138;48;Intimate;Legwear;169;3;5;1;"I really love these leggings. the different textures that all the colors have make them interesting. quality is great. i am 5 1"" and 125lbs. the s/m fit pretty well but i wish there was a xs option. but still would not hesitate to buy again!! i actually went to retailer tonight to purchase all the other colors,...that's how happy i am with this purchase!"
14317;0,0029479294746128;63;Dresses;Dresses;1091;82;3;0;"I bought this for an upcoming conference and was grateful that it shipped very promptly.

it runs quite large, in my opinion. i'm 5'7"" and about 130-135lbs. the small was huge on me in the chest and shoulders/arms. the stomach also wasn't very fitted. the material is thinner than i expected (you can see through the dress to some extent when you hold it up to the light), but i don't think this is a problem, necessarily. had it been thicker, it probably would be too warm. but you might need a slip"
14250;0,00310353578701738;38;Dresses;Dresses;1077;0;2;0;The quality of the fabric is good, but the fit is horrible. unflattering and strange. definitely a pass.
9344;0,00310711427852267;37;Dresses;Dresses;1094;0;5;1;Many compliments - great color and so comfy. most of my dresses from retailer are maeve brand, and i have never been disappointed.
13483;0,00318924723367802;52;Tops;Fine gauge;907;0;5;1;I love this sweater. hoping to order the other color. the weight of the sweater is perfect, not too heavy. i also really liked how the sweater lays with leggings because it is not bulky. great sleeve length.
12515;0,00325119464063708;45;Dresses;Dresses;1110;0;4;1;I bought this dress in a store, and it suits the body better than on the picture. the pattern is exquisite and beautiful, i receive compliments every time i wear it. it is made of silk, which is a preferred alternative to polyester. but as other reviewers mentioned, it needs a slip, and for an expensive dress it should come with one, or should be fully lined. it is only lined on top. the peep hole is deep, but on my body, it doesn't gap much (i'm 5'7'' 142 lbs). a keeper for me for its beauty!
16189;0,00326098294584763;73;Trend;Trend;559;14;2;0;Love the look of this and the fabric, but runs way small. i usually wear a 0. ordered the 0, then 2. just got the 4 and it's still too small. will be returning all 3.
2822;0,00326508238524541;43;Dresses;Dresses;1080;12;5;1;This is such a flattering, easy to wear dress! i am a size 6 with a 32g bust, and this dress fits me perfectly. so if you're busty, this should work for you too. soft, flowy, feminine. looking forward to warm weather!
7332;0,00328658094772763;49;Dresses;Dresses;1110;0;4;1;"This is a pretty basic black dress with a swingy silhouette. the slip that comes with it is much tighter than the dress. the transparent sleeves and open-work details help it look a bit airier even though the shape is loose. the neckline has a flattering v-opening. i was able to try on a petite size at my local store (i suppose it was a returned item). the petite was still a bit long for me; it did not hit me above the knee but rather at or slightly below the knee. the dress was cute and comfort"
6182;0,00332532313907541;41;Bottoms;Shorts;70;0;5;1;These short are the best! the denim is incredibly soft. they go perfect with both casual and nice tops. i would wear them out everyday if i could.
15716;0,00333216213882405;45;Tops;Knits;872;0;5;1;The top looks exactly as pictured and i liked the fabric. the fit is classic and i will be able to wear this top many different ways. i was hoping that it was long sleeve but it is actually 3/4 sleeve.
4645;0,00339473474331239;35;Dresses;Dresses;1081;0;5;1;Very happy with this online dress purchase! it fits tts and i love the ruching. i've already gotten compliments on it!
2259;0,00339534424120445;35;Tops;Sweaters;936;9;2;0;This sweater/tunic is very poor quality - the seams looked like they were about to come apart as soon as i got it. and, without a chunky statement necklace, it looks like your grandmothers apron. there just isn't any style to it - has to go back.
18609;0,00341418473244849;39;Dresses;Dresses;1080;2;2;0;There were just too many pleats to this thing. it was not flattering. it looks fantastic on this model but not on me. oh well.
277;0,00347556741926809;31;Bottoms;Pants;481;0;3;1;I was really happy when i saw this romper online and ordered it right away. unfortunately being larger chested i thought i would size up to a medium. bad choice. now i have a beautiful romper that is too big for me. i will be getting this one tailored.
6976;0,00355247950644815;38;Dresses;Dresses;1091;12;5;1;I came into the store to try another dress on and was given this dress to try. it is perfect! i paired it with black tights and tall boots for a family photo. i got it in the wine color. highly recommend and very fun for winter. it does run really large. i usually wear a small but got an extra small.
18360;0,00358544594922343;60;Tops;Knits;863;3;4;0;I really liked this top when i tried it on but as i wore it the bottom of the sleeves stretched out terrible where they looked worn out from wearing over and over, and since this happened with the first wearing and i paid $88.00 i sent it back. if it hadn't been for that it's a comfy and cute casual top
13239;0,00358721104260714;38;Dresses;Dresses;1078;1;5;1;"I saw this dress in my local retailer store and had to try it on. i cannot say enough good things about this dress! i love it!
 like other reviewers said it runs very big. i am 5'8"" 138 pounds and usually wear a size 6 but got this in a 2. fits like a shirt dress should once i sized down."
10881;0,00364792741538121;40;Tops;Knits;873;0;5;1;This is a really pretty top that you can dress up or down. the draping on the neck and shoulders falls nicely and i love the back with the lace. it is simple but unique and has nice classic lines. i am usually a pxs but based on the measurements i went with the regular xxs and glad i did bc the petite would have been too short.
23090;0,00367096917563551;33;Jackets;Jackets;975;3;3;0;I live in ny and bought his coat for the winter, thinking since it was made out of wool it would be warm. this coat is extremely thing, more like a spring/fall coat and therefore i don't think the price justifies the quality. i am going to return and consider repurchasing if it goes on sale. i also wish it had a button or way of keeping it closed rather than just hang loosely.
21640;0,00370759943597422;39;Jackets;Outerwear;7;0;5;1;I love this coat. i bought it in 2012, and it still looks great in 2015. i only wear it a few times each season, but it makes me smile. it's tailored, feminine, and a bit flashy. it's fairly warm, too.
16807;0,00371775507887067;64;Tops;Blouses;850;0;5;1;Looks and fits just like the picture. fabric is nice and soft. looking forward to wearing this tunic as soon as the weather cools just a little
11968;0,00380158880515785;45;Tops;Sweaters;936;2;4;1;This is a nice, heavy sweater for cold days and lounging in jeans. very comfortable and flattering.
18965;0,00393886809993943;41;Jackets;Outerwear;1131;1;3;0;What a let down. this is not what i would call a coat but a sweater. it is unlined and very lightweight. the fit was cute and would have been so great if it was actually a coat.
14274;0,00402076964999613;53;Tops;Knits;861;0;4;1;"I bought the red motif for my summer wardrobe; i'll be on the road for most of the month of august and wanted to create a super comfortable capsule wardrobe that would launder without ironing. this top is well made, super soft, and works well with jeans, capris, skirts, and leggings due to its longer length over my posterior. i should have read the other reviews first though, this is a tad large and i needed to us invisible tape to keep everything from hanging out the front. i ordered a medium a"
14115;0,00420120410870668;66;Tops;Blouses;829;1;5;1;"This is a great blouse. the fabric is a fine rayon which is soft and has a lovely drape to it. i have found rayon to be a good fabric all year and quite cool in the summer. i am 5'7"" long waisted and 127 lbs with a slender build so i usually wear a size 6--this fits perfectly as well as being quite flattering. it can be worn loose or belted with a contrasting or black belt over skinny jeans. it would also be swell with a pencil skirt. it will cover any fashion flaws! i usually like to shop the s"
10946;0,00424815309766608;37;Tops;Knits;860;0;5;1;I love this top! its so comfortable and light weight! it drapes beautifully, with an overall loose fit but a little slimmer at the bottom. so flattering! i only wish i bought them in every color before they ran out!
8799;0,00425677256061603;30;Bottoms;Pants;1056;0;3;0;I love these pants but they run super big and still stretch after wearing. i am usually a 2/ 26 and had to get a 0. also the pocket flaps stick up on the corners and ironing doesnt help.  still comfortable but i would have never paid full price for these if i had known.
12672;0,00429806141441106;48;Bottoms;Skirts;993;2;5;1;"I am 5'3"", 28/38 and got the sp. had no issues whatsoever, and love the colors."
601;0,00431992669860687;31;Dresses;Dresses;1082;19;3;1;The xxs petite fit great except in bust and shoulder area. i'm a 32a and it was really tight.
13214;0,00433957608206305;26;Dresses;Dresses;1086;6;5;1;I bought this dress in the green color and i am absolutely in love with it!! it is very figure flattering and looks great even though i have a larger bust. it is also a great length, hits about an inch or two above the knee. highly recommend!!!
22587;0,00436648358065694;35;Jackets;Jackets;974;1;3;0;"This design looks really sharp on the image, but in reality this jacket felt more like a jacket you would get at forever xxi.  the fabric had that polyester/shiny quality to it that made it look cheap.  since the fabric was pretty soft, with a gray jersey lining, it felt more like a padded jacket than a constructed blazer.  

i also thought the cut was small if you have a bust larger than a b, i felt like i was busting out of a size 8, and i am a 34d."
17751;0,00448866714523502;63;Intimate;Lounge;82;0;3;1;I loved the lavender color on the cape. it was soft and comfortable. but the design on the front ruined it for me. it took me all of 1 minute to know it was going back. it looked like florescent bird feathers nothing wrong with that, it just wasn't my style at all. i was a bit disappointed as it would have been perfect for cool ca nights. it looked more subdued in the photo, it's not. i clicked i would recommend to others as it is nicely made and i guess just not my taste as far as the colors an
11721;0,00450841240004692;33;Tops;Blouses;825;3;2;0;I loved this tunic the first time i wore it. i ordered it in the red and it was very flattering on my post-pregnancy figure and extremely cute with leggings and boots - just what i wanted. it fit true to size, even with a few extra pounds around the chest area. imagine my horror when i pulled it out of the wash - having followed the directions on the tag exactly - and discovered it had shrunk and no longer fit properly. in particular the sleeves became incredibly, uncomfortably tight and much sh
7941;0,00453688888062865;38;Bottoms;Pants;1056;0;4;1;I love these pants! typically, i have a difficult time finding pants that fit my smaller waist and curvier hips and legs, but these fit well enough. all i need to do it have the waist tailored and they will be perfect. the pants are also soft. the only downside, and it is not a deal breaker for me, is that they run a little large and seem to stretch out a bit with wear. considering this, i would downsize one size.
18323;0,00455546531436967;58;Bottoms;Pants;1060;2;5;1;"Love these pants! thank you retailer for making ""tall"" really tall! i am 6 feet and have to wear heals keep the pants from dragging- love it! i got the black- not 'shear.' they run just a tad small. i am a 4/6 in pants and the 6t just fit me. 
i wear with a tank for casual, beach look; colorful silk top for a dressier look- very versatile. 

i just may have to buy this in the green. (i would get the white, but some reviews say they are pretty shear."
20068;0,00461147081398228;37;Tops;Knits;860;1;3;0;I love the look of this top. i'm usually a size 12 or 14 and i tried on a size l and it seemed really big, and looked a little like a maternity top. i thought maybe it was too big and ordered a size m. unfortunately, it still looked maternity-ish. i think the bottom of this is flared so much that if you have a big bust at all, it will look like a maternity top on you.
17479;0,00467042397091787;34;Dresses;Dresses;1075;1;5;1;Just beautiful dress! it dits perfectly, tts and i feel like princess in it! highly recommend girls!
20835;0,00473868500624718;73;Tops;Blouses;840;3;2;0;"Great hopes but a sorry disappointment. at this price, one should be able to expect better pattern alignment as shown on model. the pattern in the garment i received was poorly matched on either side of the button placket. i am 5'6"" and ordered xxs. garment was significantly over-sized. i would have had to order one and probably two sizes smaller to achieve a decent fit. because of the oversizing, the shape is more boxy than it appears in the catalog photo. sadly, this buttondown has to be retur"
9204;0,00474116810125145;55;Bottoms;Skirts;1020;0;5;1;I am always looking for a nice denim skirt and this one is great the pale pink is perfect and the stretch is awesome. i wore wedges with it and a nice romantic top and it looked great. i originally got a 8 and a 10 and kept the 8 because of the stretch it fit perfectly. nice length and great quality
11267;0,0047929340878808;51;Tops;Knits;862;0;2;0;I was really looking forward to these tees working, after reading the reviews. unfortunately, they had slits on the sides that came up higher than i was comfortable showing my sides just above my jeans. trying to keep it age appropriate.
15197;0,00484591906089514;37;Bottoms;Pants;1060;0;3;0;"I tried this on in a store and it was beautiful except the sizing was way off. i'm 5'11"" and usually a 12 or 14. the 12 was skin-tight and the 14 was so loose it was comical - and even on my super long legs, the cuffs dragged on the floor. plus the lacy panels in the cleavage area are totally see-through and my bra was very visible. i was totally bummed. also incidentally, this didn't seem the best quality. there were strings hanging out of the lacy areas, and the waist tie ties way higher than"
10943;0,00485972670035971;56;Tops;Knits;863;0;3;0;The fit of this top on me was much more boxy than on the model, maybe the fault of my fuller bust. my usual small definitely didn't reach my hips as it does hers, and appears wider. i'm not even sure the v is as deep! again, could be me. but i'm keeping the top because it is just so darn comfortable. as for not looking too top-heavy, ill just have to make it work.
9872;0,00491875242783557;33;Tops;Knits;867;0;5;1;Love this t-shirt! i live in miami and have a 5 month old so i practically live in shorts and t-shirts, and this shirt fits beautifully and adds a little extra pop to your everyday t. love the material too!
16017;0,00501386170006035;53;Dresses;Dresses;1078;5;2;0;"Oh such a classic retailer look for summer! a vintage pattern on a crisp cotton fabric. i was immediately drawn to it. but wait- there is a sort of wrap around tie at the waist, creating the look of an apron. yes. it looks like one is wearing a full apron. or scrub dress. 
why?? this would have been sooo much better as a simple shift or a skirt/blouse combo."
9083;0,00501440217912564;33;Tops;Blouses;829;1;2;0;I wanted to love this top. perfect weight, length, and shape. unfortunately, the seam goes right through the bust and just does not look right. if you are tiny on top, this will be lovely on you.
12225;0,0050247090194925;53;Tops;Blouses;827;0;2;0;The top is nice, good quality, etc.... but how do you keep the 'off the shoulder' off the shoulder? mine keeps inching up until it's just a boring white top with a strange loose neckline.
7955;0,00511672903100526;42;Intimate;Intimates;88;0;4;1;I got these pretty boy shorts because i was looking for a panty that was comfy for bedtime--pretty but with a fair amount of coverage. i am really happy with them. wonderful with a tank top or chemise. i think the ruffles are a bit bulky for skinny jeans, but i love them for sleeping. they feel special.
23121;0,00512465151796357;33;Tops;Knits;863;0;4;1;Great basic item. can be worn with leggings or pants, dressed up or down, or layered on. fit and color are true to size and picture.
623;0,00513750805361418;56;Tops;Knits;872;0;4;1;This top is made from a thick, sweatshirt-type fabric, making it a nice choice for transitional weather. the details are quite unusual and lovely. i just got it and i've already worn it twice.
211;0,0051969471803196;65;Dresses;Dresses;1097;1;5;1;"Love it ! ...although i had to purchase it in 3 sizes before finding the right one. it does run large. i normally take a l or el ... but a medium in this had the perfect drape ! i am 5'11"" and 185 lbs and it is very flattering ! a perfect piece to be worn as a dress or as a tunic over skinny pants ... can be as sophisticated or casual as you choose to make it with accessories !"
